Line No,GOE Rev history,CA INPUT,Project Tag Status,File Source,Line No,Service / Description,Tag. Reg.,Project,GOE project CODE,Comment,PID DrawingNo,PID DrawingNo,PIDDrawingNo,Isometric Drawing No,Other Drawing No,GOE doc number-Naval-ing_comment,GOE doc number,GOE doc number no.3-4,Datasheet,Certificate DOC. No,Discipline,ISO ownership,System,Status,To Line No,From Line No,Package No,External coating,Internal coating,Material type,"Line """,Service Code,Insulation,Pipe Class,"Oper. Pressure 
(BARG)","Design Pressure 
(BARG)","Test Pressure 
(BARG)","Oper. 
Temperature 
(Deg C)","Design 
Temperature 
(Deg C)","Standard Velocity 
(m/s)","Calculated Velocity 
(m/s)",Replaced Line No,"Foreign 
Line No",PED / NR13,Modified By,Modified Date,AREA,PED Category,DCN NumBer,ComBined Thermal and Acoustic Insulation,Flushing and Drying,Chemical Cleaning,Internal Pickling and Passivation,Hot Oil Flushing,External Pickling and Passivation,Fluid state,Fluids,PED Fluid Group,PED Module(s),Equipment Type (as per 4119),Flange Management Criticality,DNV/ABS Piping Class,NDT,,Naval_comment,ISO booklet number,Remarks,Naviswork support tags_Marin,Fab drg booklet number and pages_Marin,OSE response 09/02/2026,TPR_comment,TPR_pid_no
"51-4""-WS-G1-7856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-6""-WS-G3-7559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-14""-WS-G3-7824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-1""-WF-G15-7002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-1""-WF-G15-7003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2""-WF-G15-7001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2""-WF-G15-7004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14""-WF-G1-1097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1009-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1012-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1103-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1108-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7239-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7570-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7571-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7576-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-6""-WF-G1-7518-FP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-6""-WF-G1-7519-FP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-3""-WF-G1-5532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7711-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
